FIELD,PARENTID,PERMISSIONSEDIT,PERMISSIONSREAD,SOBJECTTYPE
Expense_Line_vod__c.Actual_Requested_Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Last_Modified_Date_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Expense_Line_vod__c
Expense_Line_vod__c.Override_Lock_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Line_vod__c
Expense_Type_vod__c.Active_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Country_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Expense_Code_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Expense_Type_Identifier_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Included_In_Speaker_Cap_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Meal_Expense_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Expense_Type_vod__c.Parent_Expense_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Expense_Type_vod__c
Metadata_Definition_vod__c.Layout_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Definition_vod__c
Metadata_Definition_vod__c.Layout_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Definition_vod__c
Metadata_Definition_vod__c.Object_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Definition_vod__c
Metadata_Definition_vod__c.XML_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Definition_vod__c
Metadata_Definition_vod__c.Record_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Definition_vod__c
Metadata_Translation_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Language_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Layout_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Parent_Definition_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Translation_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Object_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Metadata_Translation_vod__c.Record_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Metadata_Translation_vod__c
Company_Code_Details_HCPTS__c.Name_of_Company_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.Active_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.Start_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.End_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.External_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.Purchase_Org_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.Plant_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Company_Code_Details_HCPTS__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Company_Code_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.Start_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.End_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.Active_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.External_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.Purchase_Org_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Purchase_Org_Details_HCPTS__c.Company_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Purchase_Org_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.Active_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.Start_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.End_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.External_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.Company_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.Company_Code_Purchase_Org_Country__c,0PS3E0000000FeyWAE,FALSE,TRUE,Cost_Center_Details_HCPTS__c
Cost_Center_Details_HCPTS__c.Cost_Center_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Cost_Center_Details_HCPTS__c
WBS_Details_HCPTS__c.Active_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Start_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.End_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.External_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Company_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Company_Code_Purchase_Org_Country__c,0PS3E0000000FeyWAE,FALSE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.WBS_Description_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Parent_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Parent_Description_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Available_Budget_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
WBS_Details_HCPTS__c.Total_Budget_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,WBS_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Name_of_Company_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Address_Line_1_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Address_Line_2_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.City_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.State_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Postal_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Start_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.End_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Active_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.External_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Formatted_Address_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Plant_Code_Details_HCPTS__c
Plant_Code_Details_HCPTS__c.Plant_Code_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Plant_Code_Details_HCPTS__c
EM_Catalog_vod__c.Description_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Item_Id_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Base_Language_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Service_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Service_Subtype__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Category_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Easy_Search_Field_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Requires_Attachment_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Speaker_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Active_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Approval_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Channel_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Expiration_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Item_Type__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Notes_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Purpose_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Applicable_Activity_Status_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Item_Location_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Mandatory_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Mandated_Completion_Status_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Target_Audience_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Catalog_vod__c
EM_Catalog_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Catalog_vod__c
EM_Event_Rule_vod__c.Material_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Material_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Walk_In_Fields_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Country_Override_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Event_Configuration_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Filter_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Qualification_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Speaker_Fields_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Activity_Type_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Country_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Account_Attendee_Fields_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Email_Template_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Event_Rule_vod__c.Online_Registration_Fields_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Rule_vod__c
EM_Speaker_Qualification_vod__c.Contract_Line_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Contract_Partner_Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Contract_Status_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.End_Date_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Qualification_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Speaker_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Start_Date_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Vendor_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Speaker_Qualification_vod__c
EM_Speaker_Qualification_vod__c.Qualification_Name_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Speaker_Qualification_vod__c
SAP_Expense_Line_HCPTS__c.Actual_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Check_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Description_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Expense_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Payment_Date_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Payment_Document_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Payment_Type_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.SAP_Document_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.SAP_Reference_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Sign_Indicator_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Text_Line_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Status__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Payment_Currency_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Payment_Amount_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Actual_in_Requested_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Currency_Requested_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Check_Total_Amount_Requested_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Check_Currency_Requested_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Check_Total_Amount_Funding_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
SAP_Expense_Line_HCPTS__c.Check_Currency_Funding_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,SAP_Expense_Line_HCPTS__c
Contract_Party_Company_Code__c.SAP_Vendor_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Contract_Party_Company_Code__c
Contract_Party_Company_Code__c.Posting_Block_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Company_Code__c
Contract_Party_Company_Code__c.Deletion_Flag_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Company_Code__c
Contract_Party_Purchase_Org_HCPTS__c.Purchase_Org_Details1_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Purchase_Org_HCPTS__c
Contract_Party_Purchase_Org_HCPTS__c.Purchase_Org_Details_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Purchase_Org_HCPTS__c
Contract_Party_Purchase_Org_HCPTS__c.SAP_Vendor_ID_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,Contract_Party_Purchase_Org_HCPTS__c
Contract_Party_Purchase_Org_HCPTS__c.Purchasing_Block_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Purchase_Org_HCPTS__c
Contract_Party_Purchase_Org_HCPTS__c.Deletion_Flag_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,Contract_Party_Purchase_Org_HCPTS__c
PII_Data_HCPTS__c.Bank_City_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Postal_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_State_Province_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Contract_Party_Tax_ID_2_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Contract_Party_Tax_ID_3_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Branch_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Account_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Address_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Country_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Bank_Name_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Contract_Tax_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.IBAN_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Swift_Code_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.VAT_Registration_Number_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,PII_Data_HCPTS__c
PII_Data_HCPTS__c.Contract_Party_VAT_ID_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,PII_Data_HCPTS__c
EM_Event_Material_vod__c.Event_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Material_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Item_Type__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Notes_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Item_Id_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Speaker_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Event_Material_vod__c.Item_Location_HCPTS__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Event_Material_vod__c
EM_Topic_Material_vod__c.External_ID_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Material_Type_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Material_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Topic_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Material_Name_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Topic_Name_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Last_Modified_By_HCPTS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Created_By_HCTPS__c,0PS3E0000000FeyWAE,FALSE,TRUE,EM_Topic_Material_vod__c
EM_Topic_Material_vod__c.Email_Template_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,EM_Topic_Material_vod__c
Call2_vod__c.EM_Event_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Call2_vod__c
Preferences_vod__c.Event_Country_Config_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,Preferences_vod__c
Preferences_vod__c.Event_Management_User_vod__c,0PS3E0000000FeyWAE,FALSE,TRUE,Preferences_vod__c
Event_Attendee_vod__c.Address_Line_1_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Address_Line_2_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.City_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Cobrowse_MC_Activity_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Cobrowse_URL_Participant_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Email_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.First_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Last_Name_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Organization_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Phone_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
Event_Attendee_vod__c.Position_vod__c,0PS3E0000000FeyWAE,TRUE,TRUE,Event_Attendee_vod__c
