# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

RecordType.Assortment_Line_vod__c.OM_Assortment_Product_vod.Description	Order Assortment Product
RecordType.Assortment_Line_vod__c.OM_Assortment_Section_vod	OM Assortment Section
RecordType.Assortment_Line_vod__c.OM_Assortment_Section_vod.Description	Order Assortment Section
RecordType.Assortment_Link_vod__c.Campaign_Assortment_Link_vod	Campaign Order Assortment Link
RecordType.Assortment_Link_vod__c.Campaign_Assortment_Link_vod.Description	Campaign Assortment Link
RecordType.Assortment_vod__c.IM_Assortment_vod	IM Assortment
RecordType.Assortment_vod__c.IM_Assortment_vod.Description	IM Assortment Header Layout
RecordType.Assortment_vod__c.OM_Assortment_vod	OM Assortment
RecordType.Assortment_vod__c.OM_Assortment_vod.Description	Order Assortment header
RecordType.Medical_Discussion_vod__c.Medical_Discussion_vod	Medical Discussion
RecordType.Medical_Discussion_vod__c.Medical_Discussion_vod.Description	Standard record type used to create Medical Discussions.
RecordType.Information_Collection_Form__c.ICF	ICF
RecordType.Information_Collection_Form__c.ICF.Description	ICF that is editable
RecordType.Information_Collection_Form__c.ICF_Events	ICF Events
RecordType.Information_Collection_Form__c.ICF_Events.Description	ICF Events (Exhibits, Booths and Displays)
RecordType.Information_Collection_Form__c.ICF_HCO_Services	ICF HCO Services
RecordType.Information_Collection_Form__c.ICF_HCO_Services.Description	ICF HCO Services
RecordType.Information_Collection_Form__c.ICF_HCP_Services	ICF HCP Services
RecordType.Information_Collection_Form__c.ICF_HCP_Services.Description	ICF HCP Services
RecordType.Information_Collection_Form__c.ICF_HCP_Sponsorship	ICF HCP Sponsorship
RecordType.Information_Collection_Form__c.ICF_HCP_Sponsorship.Description	ICF HCP Sponsorship
RecordType.Information_Collection_Form__c.ICF_Read_Only	ICF Read Only
RecordType.Information_Collection_Form__c.ICF_Read_Only.Description	ICF that is Read Only
RecordType.Medical_Inquiry_Fulfillment_Response_vod__c.Medical_Inquiry_Fulfillment_Response_vod	Medical Inquiry Fulfillment Response
RecordType.Medical_Inquiry_Fulfillment_Response_vod__c.Medical_Inquiry_Fulfillment_Response_vod.Description	Medical Inquiry Fulfillment Response created in relation to an associated Medical Inquiry Fulfillment record.
RecordType.Medical_Inquiry_Fulfillment_vod__c.Email_vod	Email
RecordType.Medical_Inquiry_Fulfillment_vod__c.Email_vod.Description	Medical Inquiry Fulfillment record created for an Email delivery method.
RecordType.Medical_Inquiry_Fulfillment_vod__c.Fax_vod	Fax
RecordType.Medical_Inquiry_Fulfillment_vod__c.Fax_vod.Description	Medical Inquiry Fulfillment record created for a Fax delivery method.
RecordType.Medical_Inquiry_Fulfillment_vod__c.Mail_vod	Mail
RecordType.Medical_Inquiry_Fulfillment_vod__c.Mail_vod.Description	Medical Inquiry Fulfillment record created for an Urgent Mail or Mail delivery method.
RecordType.Medical_Inquiry_Fulfillment_vod__c.Phone_vod	Phone
RecordType.Medical_Inquiry_Fulfillment_vod__c.Phone_vod.Description	Medical Inquiry Fulfillment record created for a Phone delivery method.
RecordType.Field_Medical_Insights_BMS__c.BMS_EMEA_FMI	BMS - EMEA - FMI
RecordType.Field_Medical_Insights_BMS__c.BMS_EMEA_FMI.Description	Used for EMEA field User
RecordType.Field_Medical_Insights_BMS__c.BMS_Intercon_SA_FMI	BMS-Intercon-SA-FMI
RecordType.Field_Medical_Insights_BMS__c.BMS_Intercon_SA_FMI.Description	Used for BMS SA Intercon Field Users
RecordType.Field_Medical_Insights_BMS__c.BMS_US_FMI	BMS-US-FMI
RecordType.Field_Medical_Insights_BMS__c.BMS_US_FMI.Description	Used for BMS US Field Users
RecordType.Internal_Activity_BMS__c.BMS_Intercon_SA_IA	BMS-Intercon-SA-IA
RecordType.Internal_Activity_BMS__c.BMS_Intercon_SA_IA.Description	Used for BMS Intercon users
RecordType.Action_BMS__c.Actions	Actions
RecordType.Action_BMS__c.Actions.Description	Use of Actions to create Personal and Non Personal actions for Peers
RecordType.Action_BMS__c.Non_Personal_Actions_BMS	Non-Personal Actions
RecordType.Action_BMS__c.Non_Personal_Actions_BMS.Description	Non-Personal Action Requests
RecordType.Action_BMS__c.Personal_Actions_BMS	Personal Actions
RecordType.Action_BMS__c.Personal_Actions_BMS.Description	Personal Action Requests
RecordType.Action_BMS__c.Personal_Actions_Completed	Personal Actions (Completed)
RecordType.Action_BMS__c.Personal_Actions_Completed.Description	Completed Personal Action Requests
RecordType.Trial_Scope_Report_BMS__c.Trial_Scope_Report	Study Visit Report
RecordType.Trial_Scope_Report_BMS__c.Trial_Scope_Report.Description	Please select this record type to create Study Visit Report records.
RecordType.Trial_Scope_Report_BMS__c.Trial_Scope_Report_Submitted	Study Visit Report Submitted
RecordType.Trial_Scope_Report_BMS__c.Trial_Scope_Report_Submitted.Description	Please DO NOT select this record type because it is driven automatically.
RecordType.Error_Log_BMS__c.general	general
RecordType.Error_Log_BMS__c.general.Description	Record type used for general errors
RecordType.Error_Log_BMS__c.integration	integration
RecordType.Error_Log_BMS__c.integration.Description	Record type used for integration errors
RecordType.Requirement_vod__c.BMS_EMEA_CORE_Change_Request	CORE Change Request
RecordType.Requirement_vod__c.BMS_EMEA_CORE_Change_Request.Description	Used for managing BMS EMEA Core Change Requests.
RecordType.Requirement_vod__c.BMS_EMEA_COUNTRY_Requirement	Country Requirement
RecordType.Requirement_vod__c.BMS_EMEA_COUNTRY_Requirement.Description	Used for managing BMS EMEA Core Change Requests.
RecordType.Requirement_vod__c.BMS_EMEA_Functional_Requirement	CORE Requirement
RecordType.Requirement_vod__c.BMS_EMEA_Functional_Requirement.Description	Used for managing BMS EMEA Core Requirements.
RecordType.Requirement_vod__c.BMS_EMEA_UPSA_Requirement	BMS EMEA UPSA Requirement
RecordType.Requirement_vod__c.BMS_EMEA_UPSA_Requirement.Description	BMS EMEA UPSA: Requirement specific to UPSA France
RecordType.Requirement_vod__c.BMS_MEA_Requirement	BMS MEA Requirement
RecordType.Requirement_vod__c.Business_Requirement_Record_Type	Business Requirement Record Type
RecordType.Requirement_vod__c.Functional_Requirement_Record_Type	Functional Requirement Record Type
RecordType.Requirement_vod__c.Functional_Requirement_Record_Type.Description	Used for managing FR records
RecordType.Requirement_vod__c.ICV_Requirements	ICV Requirements
RecordType.Requirement_vod__c.ICV_Requirements.Description	Used for managing ICV requirements
RecordType.Requirement_vod__c.Interface_Requirements_Type	Interface Requirements Type
RecordType.Requirement_vod__c.Interface_Requirements_Type.Description	Record type to support interface requirements
RecordType.Requirement_vod__c.MS_SMB_Record_Type	MS/SMB Record Type
RecordType.Requirement_vod__c.MS_SMB_Record_Type.Description	Used for managing Managed Serviced and SMB requirements
RecordType.Requirement_vod__c.Product_Enhancement_R	Product Enhancement Requests
RecordType.Requirement_vod__c.User_Requirement_Record_Type	User Requirement Record Type
RecordType.Requirement_vod__c.User_Requirement_Record_Type.Description	Used for managing UR records
RecordType.Business_Event_Target_vod__c.EPPV_vod	EPPV
RecordType.Business_Event_Target_vod__c.EPPV_vod.Description	EPPV
RecordType.Business_Event_Target_vod__c.PI_vod	PI
RecordType.Business_Event_Target_vod__c.PI_vod.Description	PI
RecordType.Business_Event_Target_vod__c.Product_Launch_BMS_US	Product Launch
RecordType.Business_Event_vod__c.EPPV_vod	EPPV
RecordType.Business_Event_vod__c.EPPV_vod.Description	EPPV
RecordType.Business_Event_vod__c.PI_vod	PI
RecordType.Business_Event_vod__c.PI_vod.Description	PI
RecordType.Business_Event_vod__c.Product_Launch_BMS_US	Product Launch
RecordType.Business_Event_vod__c.Product_Launch_BMS_US.Description	Product Launch
RecordType.Call_Objective_vod__c.BMS_EMEA	BMS EMEA
RecordType.Call_Objective_vod__c.BMS_EMEA.Description	Interaction Objective specific for EMEA
RecordType.Call_Objective_vod__c.BMS_KAM_CORE	BMS KAM
RecordType.Call_Objective_vod__c.CLM_vod	CLM
RecordType.Call_Objective_vod__c.CLM_vod.Description	Used for Call Objectives that launch CLM Presentations
RecordType.Call_Objective_vod__c.Contract_Partner_vod	Contract Partner
RecordType.Call_Objective_vod__c.Contract_Partner_vod.Description	Used for Call Objectives that launch Contract Partner activation or signature capture.
RecordType.Call_Objective_vod__c.Contract_vod	Contract
RecordType.Call_Objective_vod__c.Contract_vod.Description	Used for completing Contract Call Objectives.
RecordType.Call_Objective_vod__c.EPPV_vod	EPPV
RecordType.Call_Objective_vod__c.EPPV_vod.Description	EPPV
RecordType.Call_Objective_vod__c.Inventory_Monitoring_vod	Inventory Monitoring
RecordType.Call_Objective_vod__c.Inventory_Monitoring_vod.Description	Used for Call Objectives that launch Inventory Monitoring
RecordType.Call_Objective_vod__c.PI_vod	PI
RecordType.Call_Objective_vod__c.PI_vod.Description	PI
RecordType.Call_Objective_vod__c.Product_Launch_BMS_US	Product Launch
RecordType.Call_Objective_vod__c.Suggestion_vod	Suggestion
RecordType.Call_Objective_vod__c.Suggestion_vod.Description	Used for creating new Call Objectives from Suggestions
RecordType.DCI__c.DCI_Allied_Health_Partners	DCI - Allied Health Partners
RecordType.DCI__c.DCI_Allied_Health_Partners.Description	DCI - Allied Health Partners
RecordType.DCI__c.DCI_CV_AVERROES	DCI - CV - AVERROES
RecordType.DCI__c.DCI_CV_AVERROES.Description	DCI - CV - AVERROES
RecordType.DCI__c.DCI_IMM_KMB_Visit3	DCI - IMM KMB Visit3
RecordType.DCI__c.DCI_IMM_KMB_Visit3.Description	DCI - Immunoscience Knowledge Mobilization
RecordType.DCI__c.DCI_Metabolics_Lipodystrophy	DCI – Metabolics – Lipodystrophy
RecordType.DCI__c.DCI_Metabolics_Lipodystrophy.Description	DCI – Metabolics – Lipodystrophy
RecordType.DCI__c.DCI_Nulojix	DCI - Nulojix
RecordType.DCI__c.DCI_Nulojix.Description	DCI - Nulojix
RecordType.DCI__c.DCI_Orencia_KMB_Visit_2	DCI - Orencia KMB Visit 2
RecordType.DCI__c.DCI_Strategic_Transactions	DCI - Strategic Transactions
RecordType.DCI__c.DCI_Strategic_Transactions.Description	DCI - Strategic Transactions
RecordType.DCI__c.DCI_Surrogate_Endpoints	DCI - Surrogate Endpoints
RecordType.DCI__c.DCI_Surrogate_Endpoints.Description	DCI - Surrogate Endpoints
RecordType.Medical_Inquiry_vod__c.AE_PQC_BMS_CHINA	AE/Product Quality Complaint
RecordType.Medical_Inquiry_vod__c.AE_PQC_BMS_CHINA.Description	AE/Product Quality Complaint
RecordType.Medical_Inquiry_vod__c.AE_PQC_Rpt_Lock_BMS_China	AE/Product Quality Complaint(Lock)
RecordType.Medical_Inquiry_vod__c.AE_PQC_Rpt_Lock_BMS_China.Description	AE/Product Quality Complaint(Locked)
RecordType.Medical_Inquiry_vod__c.EMEA_Access_Medical_Inquiry	Access - Med Info Request Form
RecordType.Medical_Inquiry_vod__c.EMEA_Access_Medical_Inquiry.Description	Record type for EMEA Access Medical Inquiry Information Requests (MIRFs)
RecordType.Medical_Inquiry_vod__c.EMEA_EPM_Medical_Inquiry	EMEA EPM Medical Inquiry
RecordType.Medical_Inquiry_vod__c.EMEA_EPM_Medical_Inquiry.Description	VPRO EMEA Mar-2015: Record type for EMEA EPM Medical Inquiry Information Requests (MIRFs)
RecordType.Medical_Inquiry_vod__c.EMEA_HO_Medical_Inquiry	HO - Med Info Request Form
RecordType.Medical_Inquiry_vod__c.EMEA_HO_Medical_Inquiry.Description	Record type for EMEA HO Medical Inquiry Information Requests (MIRFs)
RecordType.Medical_Inquiry_vod__c.EMEA_MSM_Medical_Inquiry	Medical - Med Info Request Form
RecordType.Medical_Inquiry_vod__c.EMEA_MSM_Medical_Inquiry.Description	Record type for EMEA MSM Medical Inquiry Information Requests (MIRFs)
RecordType.Medical_Inquiry_vod__c.EMEA_Sales_Medical_Inquiry	Sales - Med Info Request Form
RecordType.Medical_Inquiry_vod__c.EMEA_Sales_Medical_Inquiry.Description	Record type for EMEA Sales Medical Inquiry Information Requests (MIRFs)
RecordType.Medical_Inquiry_vod__c.EMEA_Unsolicited_Off_Label_Question	Unsolicited Off-Label Question
RecordType.Medical_Inquiry_vod__c.EMEA_Unsolicited_Off_Label_Question.Description	Record type for EMEA unsolicited off-label questions.
RecordType.Medical_Inquiry_vod__c.MI_Request_BMS_CHINA	Medical Info Request
RecordType.Medical_Inquiry_vod__c.MI_Request_BMS_CHINA.Description	Medical Info Request
RecordType.Medical_Inquiry_vod__c.Med_Info_Req_Lock_BMS_China	Medical Info Request(Lock)
RecordType.Medical_Inquiry_vod__c.Med_Info_Req_Lock_BMS_China.Description	Medical Info Request (Locked)
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_HO	Medical Inquiry - EU - HO
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_HO.Description	This record type will be used for the global MIRF implementation for EU - HO profiles
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_MA	Medical Inquiry - EU - MA
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_MA.Description	This record type will be used for the global MIRF implementation for EU - MA Specific Profiles
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_MSL	Medical Inquiry - EU - MSL
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_MSL.Description	This record type will be used for the global MIRF implementation for EU - MSL Sepcific Profiles
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_SALES	Medical Inquiry - EU - SALES
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_EU_SALES.Description	This record type will be used for the global MIRF implementation for EU - Sales specific profiles
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_HSOR	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_HSOR.Description	Medical Inquiry for HSOR Team
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_MM	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_MM.Description	Medical Inquiry Request Form - Managed Markets
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_MSL	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_MSL.Description	Medical Inquiry Request Form - MSL.
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_RS	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_RS.Description	Medical Inquiry Request Form - RS.
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_SA_Canada	Medical Inquiry SA Canada
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_SA_Canada.Description	Medical Inquiry for SA
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_Sales_Canada	Medical Inquiry Sales Canada
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_Sales_Canada.Description	Medical Inquiry for Sales
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_Sales_Rep	Medical Inquiry
RecordType.Medical_Inquiry_vod__c.Medical_Inquiry_Sales_Rep.Description	Medical Inquiry Request Form - Sales Rep
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_BMS	Unsolicited Off-Label Question
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_BMS.Description	Unsolicited Off-Label Question Form.
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_CA	Unsolicited Off-Label Question - Canada
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_CA.Description	Unsolicited Off-Label Question Form.
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_HSOR	Unsolicited Off-Label Question (HSOR)
RecordType.Medical_Inquiry_vod__c.Unsolicited_Off_Label_Question_HSOR.Description	Unsolicited Off-Label Question (HSOR)
RecordType.Time_Off_Territory_vod__c.BMS_CANADA_TOT	BMS - CANADA - TOT
RecordType.Time_Off_Territory_vod__c.BMS_CANADA_TOT.Description	TOT record type for BMS Canada
RecordType.Time_Off_Territory_vod__c.BMS_CA_Time_In_Territory	BMS - CA - Time In Territory
RecordType.Time_Off_Territory_vod__c.BMS_CA_Time_In_Territory.Description	BMS Canada Managers will use this to record Time in Territory
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_MED_TOT	BMS-CHINA-MED-TOT
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_MED_TOT.Description	TOT record type for BMS China medical team
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_Sales_TOT	BMS-CHINA-Sales-TOT
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_Sales_TOT.Description	TOT record type for BMS China Sales team
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_Statutory_Holiday	BMS-CHINA-Statutory  Holiday
RecordType.Time_Off_Territory_vod__c.BMS_CHINA_Statutory_Holiday.Description	All Statutory Hliday should be imported by Managed service manually each month, same time with Cycle Plan importing. All imported ToT should have a indepentant record type "BMS CN Statutory  Holiday"
RecordType.Time_Off_Territory_vod__c.BMS_EMEA_TOT	BMS - EMEA - TOT
RecordType.Time_Off_Territory_vod__c.BMS_EMEA_TOT.Description	TOT record type for BMS EMEA
RecordType.Time_Off_Territory_vod__c.BMS_EMEA_TOT_Sales	BMS - EMEA - TOT Sales
RecordType.Time_Off_Territory_vod__c.BMS_EMEA_TOT_Sales.Description	TOT record type for BMS EMEA REP Sales and Access
RecordType.Time_Off_Territory_vod__c.BMS_MEA_TOT_Med	BMS - MEA - TOT Med
RecordType.Time_Off_Territory_vod__c.BMS_MEA_TOT_Sales	BMS - MEA - TOT Sales
RecordType.Time_Off_Territory_vod__c.BMS_US_TOT	BMS-US-TOT
RecordType.Account_Plan_vod__c.Account_Plan_vod	Account_Plan_vod
RecordType.Account_Plan_vod__c.Account_Plan_vod.Description	Base record type for Account Plans
RecordType.Account_Plan_vod__c.BMS_Account_Business_Plan	BMS - Account Business Plan
RecordType.Account_Plan_vod__c.BMS_CAN_KAM	BMS - CAN - KAM
RecordType.Account_Plan_vod__c.BMS_CAN_KAM.Description	BMS Canada KAM Account Plan Record Type
RecordType.Account_Plan_vod__c.BMS_Individual_Account_Plan	BMS - Individual Account Plan
RecordType.Account_Plan_vod__c.BMS_Individual_Account_Plan.Description	BMS - Individual Account Plan
RecordType.Account_Plan_vod__c.BMS_KAM_CORE	BMS KAM
RecordType.Account_Plan_vod__c.BMS_State_Triad_Plan	BMS - State Triad Plan
RecordType.Account_Plan_vod__c.BMS_US_CV_KAM_Account_Plan	BMS - US - CV KAM Account Plan
RecordType.Account_Plan_vod__c.BMS_US_CV_KAM_Account_Plan.Description	Account Plan for CV KAMs
RecordType.Call2_vod__c.BMS_Account_Interaction	BMS - Account Interaction
RecordType.Call2_vod__c.BMS_Account_Interaction.Description	Group interaction record type.
RecordType.Call2_vod__c.BMS_CAN_KAM_DNS_Interaction	BMS - CAN - KAM DNS Interaction
RecordType.Call2_vod__c.BMS_CAN_KAM_DNS_Interaction.Description	Layout used for Canada KAM and DNS Interaction layout
RecordType.Call2_vod__c.BMS_CAN_SA_Interaction	BMS - CAN - SA Interaction
RecordType.Call2_vod__c.BMS_CAN_Sales_Rep_Interaction	BMS - CAN - Sales Rep Interaction
RecordType.Call2_vod__c.BMS_CHINA_MSL_Interaction	MSL Interaction
RecordType.Call2_vod__c.BMS_CHINA_MSL_Interaction_Group	MSL Group Interaction
RecordType.Call2_vod__c.BMS_CHINA_Market_Access	BMS - CHINA Market Access
RecordType.Call2_vod__c.BMS_CHINA_Market_Access.Description	BMS - CHINA Market Access
RecordType.Call2_vod__c.BMS_CHINA_SALES_Interaction	Full Call
RecordType.Call2_vod__c.BMS_CHINA_Sales_Interaction_Group_Call	Group Call
RecordType.Call2_vod__c.BMS_CHINA_Sales_Interaction_Others	Others
RecordType.Call2_vod__c.BMS_CHINA_Sales_Interaction_Reminder_Call	Reminder Call
RecordType.Call2_vod__c.BMS_CHINA_Sales_Interaction_Social_Call	Social Call
RecordType.Call2_vod__c.BMS_CIH_Interaction	BMS - iPlan Promotional Program
RecordType.Call2_vod__c.BMS_EMEA_Access_Interaction	Access Interaction
RecordType.Call2_vod__c.BMS_EMEA_Access_Interaction.Description	BMS - EMEA Access Interaction Record
RecordType.Call2_vod__c.BMS_EMEA_EPM_Interaction	BMS - EMEA - EPM Interaction
RecordType.Call2_vod__c.BMS_EMEA_EPM_Interaction.Description	VPRO EMEA Mar-2015: Interaction Record Type to accommodate the needs of EPMs
RecordType.Call2_vod__c.BMS_EMEA_HQ_Interaction	HQ Interaction
RecordType.Call2_vod__c.BMS_EMEA_HQ_Interaction.Description	Interaction record type for EMEA HQ users
RecordType.Call2_vod__c.BMS_EMEA_MSL_Interaction	Medical Interaction
RecordType.Call2_vod__c.BMS_EMEA_MSL_Interaction.Description	Interaction for EMEA MSL Users
RecordType.Call2_vod__c.BMS_EMEA_Rep_Presentation	Sales Standard Presentation
RecordType.Call2_vod__c.BMS_EMEA_Rep_Presentation.Description	Record type for Standard Rep Presentations
RecordType.Call2_vod__c.BMS_EMEA_Sales_Rep_Interaction	Sales Interaction
RecordType.Call2_vod__c.BMS_EMEA_Sales_Rep_Interaction.Description	Interaction for EMEA Sales Users
RecordType.Call2_vod__c.BMS_EMEA_Sales_Standard_Rep_Presentation	Standard Rep Presentation
RecordType.Call2_vod__c.BMS_MEA_Access_Interaction	BMS - MEA Access Interaction
RecordType.Call2_vod__c.BMS_MEA_Access_Interaction.Description	Interaction record type for MEA Access users
RecordType.Call2_vod__c.BMS_MEA_HQ_Interaction	BMS - MEA HQ Interaction
RecordType.Call2_vod__c.BMS_MEA_HQ_Interaction.Description	Interaction record type for MEA HQ users
RecordType.Call2_vod__c.BMS_MEA_MSL_Interaction	BMS - MEA MSL Interaction
RecordType.Call2_vod__c.BMS_MEA_MSL_Interaction.Description	Interaction record type for MEA Medical users
RecordType.Call2_vod__c.BMS_MEA_Sales_Interaction	BMS - MEA Sales Interaction
RecordType.Call2_vod__c.BMS_MEA_Sales_Interaction.Description	Interaction for MEA Sales Users
RecordType.Call2_vod__c.BMS_MSL_Interaction	BMS - MSL Interaction
RecordType.Call2_vod__c.BMS_MSL_Interaction.Description	Record type to support interactions by MSLs.
RecordType.Call2_vod__c.BMS_Non_Branded_Interaction	BMS - Non-Branded Interaction
RecordType.Call2_vod__c.BMS_Non_Branded_Interaction.Description	Record type to support non-branded interactions.
RecordType.Call2_vod__c.BMS_OCS_Interaction	BMS - OCS Interaction
RecordType.Call2_vod__c.BMS_OCS_Interaction.Description	Interaction record type for Oncology Customer Service interactions.
RecordType.Call2_vod__c.BMS_RS_Team_Interaction	BMS - RS Team Interaction
RecordType.Call2_vod__c.BMS_RS_Team_Interaction.Description	Record type to support interactions by the access team.
RecordType.Call2_vod__c.BMS_Rep_Request_Interaction	BMS - Rep Request Interaction
RecordType.Call2_vod__c.BMS_Sales_Rep_Account_Interaction	BMS - Sales Rep Account Interaction
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction	BMS - Sales Rep Interaction
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction.Description	Record type to support interactions by IMM sales reps.
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_CV	BMS - Sales Rep Interaction CV
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_CV.Description	Record type to support interactions by CV sales reps.
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_CV_KAM	BMS - Sales Rep Interaction CV KAM
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_MET	BMS - Sales Rep Interaction MET
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_MET.Description	Record type to support interactions by MET sales reps.
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_VIR	BMS - Sales Rep Interaction VIR
RecordType.Call2_vod__c.BMS_Sales_Rep_Interaction_VIR.Description	Record type to support interactions by VIR sales reps.
RecordType.Call2_vod__c.BMS_US_FICO_Interaction	BMS - US - FICO Interaction
RecordType.Call2_vod__c.BMS_US_FICO_Interaction.Description	Record type to support interactions interfaced from FICO for Pfizer co-share.
RecordType.Call2_vod__c.BMS_US_HSOR_Interaction	BMS - US - HSOR Interaction
RecordType.Call2_vod__c.BMS_US_HSOR_Interaction.Description	HSOR Interaction
RecordType.Call2_vod__c.BMS_US_MM_Interaction	BMS - US - MM Interaction
RecordType.Call2_vod__c.BMS_US_PCAM_Interaction	BMS - US - PCAM Interaction
RecordType.Call2_vod__c.BMS_Website_Interaction	BMS - Website Interaction
RecordType.Call2_vod__c.BMS_YERVOY_Brand_Communication	BMS - YERVOY Brand Communication
RecordType.Call2_vod__c.CallReport_vod	Call Report
RecordType.Call2_vod__c.Event_vod	Event Call Report
RecordType.Call2_vod__c.Event_vod.Description	Record type to support Event-based Call Reports
RecordType.Call2_vod__c.MSLMeetingBrief_vod	MSL Meeting Brief
RecordType.Call2_vod__c.Medical_Inquiry_Fulfillment_vod	Medical Inquiry Fulfillment
RecordType.Call2_vod__c.Medical_Inquiry_Fulfillment_vod.Description	Call record created to capture the fulfillment of a medical inquiry record.
RecordType.Call2_vod__c.MeetingBrief_vod	Meeting Brief
RecordType.Call2_vod__c.MeetingBrief_vod.Description	Meeting Brief
RecordType.Call2_Expense_vod__c.BMS_EMEA_Sales_Standard_Rep_Presentation	BMS - EMEA Sales Standard Rep Presentation
RecordType.Call2_Discussion_vod__c.BMS_CAN_KAM_Interaction	BMS - CAN - KAM Interaction
RecordType.Call2_Discussion_vod__c.BMS_CAN_KAM_Interaction.Description	Used by Canada KAM users
RecordType.Call2_Discussion_vod__c.BMS_CAN_MSL_Interaction_BMS_CANADA	BMS - CAN - MSL Interaction
RecordType.Call2_Discussion_vod__c.BMS_CAN_Sales_Rep_Interaction	BMS - CAN - Sales Rep Interaction
RecordType.Call2_Discussion_vod__c.BMS_CHINA_MSL_Interaction	BMS - CHINA MSL Interaction
RecordType.Call2_Discussion_vod__c.BMS_CHINA_SALES_Interaction	BMS - CHINA SALES Interaction
RecordType.Call2_Discussion_vod__c.BMS_CHINA_Sales_Interaction_Group_Call	BMS - CHINA Sales Interaction (1Group Call)
RecordType.Call2_Discussion_vod__c.BMS_CHINA_Sales_Interaction_Others	BMS - CHINA Sales Interaction (Others)
RecordType.Call2_Discussion_vod__c.BMS_CHINA_Sales_Interaction_Reminder_Call	BMS - CHINA Sales Interaction (2Reminder Call)
RecordType.Call2_Discussion_vod__c.BMS_CHINA_Sales_Interaction_Social_Call	BMS - CHINA Sales Interaction (3Social Call)
RecordType.Call2_Discussion_vod__c.BMS_EMEA_EPM_Interaction	BMS - EMEA - EPM Interaction
RecordType.Call2_Discussion_vod__c.BMS_EMEA_EPM_Interaction.Description	VPRO EMEA Mar-2015: Record Type created to accommodate the needs of EPMs
RecordType.Call2_Discussion_vod__c.BMS_EMEA_HQ_Interaction	BMS - EMEA - HQ Interaction
RecordType.Call2_Discussion_vod__c.BMS_EMEA_HQ_Interaction.Description	Record type for EMEA HQ interactions
RecordType.Call2_Discussion_vod__c.BMS_EMEA_MSL_Interaction	BMS - EMEA MSL Interaction
RecordType.Call2_Discussion_vod__c.BMS_EMEA_MSL_Interaction.Description	EMEA - Medical Interaction Discussion
RecordType.Call2_Discussion_vod__c.BMS_EMEA_Sales_Rep_Interaction	BMS - EMEA Sales Rep Interaction
