UTF-8
BUKRS,KOSTL,KTEXT,PurchasingUnit
"0115","9013930","STATUTORY ENTRIES",""
"0020","9013941","Transactional",""
"0020","9013945","Core ApplicationTech",""
"0044","9013965","MOP-ARNULFPARK MK6",""
"0126","9013975","ODSS_Hungary",""
"0115","9014002","FRAIS BUREAU DE REPR",""
"0020","9014012","Europe HQ IM",""
"0131","9014013","EBFS Projects",""
"0115","9014022","Tech Ops IM-France",""
"0131","9014028","GM France",""
"0511","9014048","Compl Intrcn-Mexico",""
"0020","9014071","Privacy/HR Law",""
"0020","9014073","G&A INFO SYSTEM",""
"0434","9014076","Compliance-Japan",""
"0468","9014078","Poland DIO",""
"0044","9014120","Working Council",""
"0034","9014121","BMSP Legal Dept UK",""
"0122","9014123","Compl Intrcn-Brazil",""
"0035","9014133","Security",""
"0020","9014142","PG/AUS/USCharges",""
"0141","9014152","Appl Svcs-Spain",""
"0020","9014168","BPRP(FRI)",""
"0126","9014199","G&A Adm.&Off.by Car",""
"0020","9014208","HQ CORPORATE GIVING",""
"0020","9014210","NB Centrl Util Plan",""
"0020","9014211","LVL Controllable",""
"0020","9014220","PLB Controllable",""
"0020","9014221","Princeton Controllbl",""
"0020","9014222","LV Centl Util Plant",""
"0020","9014225","HCG-MI Divest Costs",""
"0020","9014227","MI Divest-Severenc",""
"0526","9014254","General Manager ACE",""
"0511","9014257","Corp Security Mx Tl",""
"0511","9014258","Corp Security Mx SA",""
"0511","9014259","Corp Security Mx Di",""
"0434","9014271","Product Assurance",""
"0020","9014309","Onc Strategic Allian",""
"0020","9014310","CRC Head/Nck St Alli",""
"0020","9014314","HIV Charitable Givin",""
"0020","9014316","Immunoscience Charit",""
"0020","9014322","G&A Other Non Phase",""
"0020","9014323","Rheum Arth IME Gran",""
"0020","9014335","Solid Organ Advocac",""
"0020","9014336","Oncology PAP",""
"0020","9014337","PAP-Erbitux",""
"0020","9014338","Virology PAP",""
"0020","9014339","Orencia PAP",""
"0020","9014340","CVMET PAP",""
"0020","9014345","PAF Suspense",""
"0020","9014355","Solid Organ Charita",""
"0062","9014370","Grants Pharma",""
"0057","9014375","G&A GRANTS",""
"0074","9014376","G&A Grants",""
"0141","9014378","G&A Grants",""
"0068","9014380","G&A GRANTS",""
"0054","9014388","IME and Philanthrop",""
"0044","9014391","EBTA",""
"0115","9014398","ACCORD HANDICAP",""
"0062","9014401","GP GMS Anagni",""
"0141","9014407","Ext Int'l Legal Spai",""
"0053","9014410","Ext Legal Belgium",""
"0044","9014411","Legal Corp Germany",""
"0057","9014412","EXT LEGAL EXP Greece",""
"0062","9014413","Ext Legal HQ Italy",""
"0511","9014414","Ext Legal Exp Mexico",""
"0434","9014415","External Legal Japan",""
"0035","9014424","Legal Fees Ph Canada",""
"0115","9014428","Ext Legal France",""
"0074","9014429","Ext Lgal Switzerland",""
"0098","9014430","Ext Legal Austria",""
"0526","9014431","Ext Legal Poland",""
"0468","9014432","Legal Ph PL (Polska)",""
"0526","9014433","G&A Grants Pharma",""
"0131","9014437","Global Learning-UK",""
"0020","9014440","ABILIFY PAF",""
"0122","9014441","Leg Fee-Lwyrs Brazil",""
"0062","9014449","EXT LEGAL Italy GMS",""
"0068","9014463","Ext Legal Portugal",""
"0044","9014464","EMEA GOTC",""
"0055","9014465","Legal exp. BMS P.R.",""
"0122","9014466","IM Local Projects",""
"0141","9014470","Payroll T&T",""
"0053","9014480","ES Ppl Svcs Belgium",""
"0072","9014491","HRSD",""
"0062","9014494","HRSD Costs Italy",""
"0020","9014495","Finance US Charges",""
"0020","9014496","Pharm Finance US Ch",""
"0115","9014669","ES Ppl Svcs UPSA",""
"0131","9014681","ES Ppl Svcs UK",""
"0412","9014696","G&A Finance",""
"0020","9014949","345 Park Facilities",""
"0020","9014950","WCNJ Lab Services",""
"0020","9014953","NP Controllable",""
"0020","9014954","HPW Controllable",""
"0020","9014955","Carter Rd Controllbl",""
"0020","9014957","WFD Controllable",""
"0020","9014958","NBR RD Controllable",""
"0020","9014959","345 Park Controllabl",""
"0126","9014976","G&A grants",""
"0089","9015005","G&A back charge-231",""
"0050","9015015","General & Executive",""
"0050","9015016","Finance",""
"0050","9015018","Human Resources",""
"0050","9015020","Information Systems",""
"0050","9015022","Office Admin",""
"0121","9015248","SA G&A-Finance",""
"0121","9015249","SA G&A-Human Resou",""
"0121","9015250","SA G&A-Info. Systems",""
"0121","9015253","SA Total G&A-Admin",""
"0044","9015314","ES Ppl Svcs Germany",""
"0089","9015512","G&A-GM",""
"0089","9015513","G&A HUMAN RESOURCES",""
"0089","9015514","G&A MIS DEPT",""
"0089","9015516","G&A FUXING ADM OFF",""
"0089","9015517","G&A OTHER/MANUFACTUR",""
"0089","9015518","G&A PUBLIC RELATIONS",""
"0089","9015527","ODSS_China SASS",""
"0089","9015534","G&A ACCOUNTING/DIREC",""
"0089","9015537","G&A-Compliance",""
"0089","9015539","G&A-Chairman",""
"0089","9015540","G&A HR-CLDP",""
"0089","9015544","G&A back charge-406",""
"0042","9015633","ODSS_Australia",""
"0042","9015671","BFS Global Services",""
"0042","9015682","GP INDIR SOURCING",""
"0126","9015730","Ext Legal Ph Hungary",""
"0150","9015743","Other income/Expense",""
"0150","9015744","Car Fleet",""
"0150","9015745","Exec./ GM",""
"0150","9015746","Finance",""
"0150","9015747","Human Resources",""
"0150","9015748","Purchasing",""
"0150","9015749","IM",""
"0150","9015750","Legal Russia",""
"0150","9015751","Office Administratio",""
"0020","9016036","US Exec Charges",""
"0045","9016042","G&A-Finance",""
"0045","9016043","G&A-Exec.\\Gen. Mgm",""
"0045","9016044","G&A-Human Resource",""
"0045","9016046","OFFICE SERVICES EXPE",""
"0045","9016047","BANK COMMISSION & O",""
"0045","9016054","Turkey",""
"0054","9016057","Ext Legal Ireland",""
"0035","9016065","Corp Tax-Canada",""
"0042","9016096","BFS Australia and Ta",""
"0240","9016115","EXT LEGAL BMS EU GIE",""
"0020","9016512","G&A Exec-Mexico",""
"0020","9016513","G&A Exec-Argentina",""
"0412","9016622","G&A-Info. Systems",""
"0002","9016635","CORPORATE DONATIONS",""
"0122","9016646","GBFS Brazil Finance",""
"0122","9016648","HR Tot Rwds-Brazil",""
"0511","9016652","GBFS Mexico TAX COE",""
"0511","9016653","GBFS Mexico Local",""
"0098","9016716","EMEA Satellite Austr",""
"0057","9016718","EMEA Satellite-Gre",""
"0054","9016721","EMEA Satellite-Ire",""
"0034","9016723","EMEA Satellite-Uk",""
"0124","9016724","BFS Czech",""
"0074","9016725","EMEA Satellite-Swi",""
"0185","9016727","EMEA Satellite-Ge",""
"0035","9016729","GBFS Canada OTC",""
"0035","9016730","GBFS Canada Pharm",""
"0045","9016751","BFS (Accounting)&OTC",""
"0042","9016760","G&A LEGAL Australia",""
"0042","9016761","Compl EMAC-Australia",""
"0089","9016767","BFS China SASS",""
"0055","9017014","GBFS Puerto Rico",""
"0020","9017048","NJ Community Grants",""
"0020","9017161","Emp Recogntn Awards",""
"0126","9017220","Exit Market Finance",""
"0150","9017226","Russia DIO",""
"0526","9017235","BFS Poland",""
"0074","9017237","GOTC CSEC SLOVENJA",""
"0454","9017278","GP GMS Manati",""
"0511","9017345","G&A Grants",""
"0124","9017370","Planning Analyst SLO",""
"0389","9017383","EMEA Satellite-ETC",""
"0131","9017388","Corp Staff HR UK 131",""
"0078","9017403","Legal Ph. HQ Poland",""
"0082","9017408","G&A-Slovenja",""
"0020","9017416","Anticoagulant IME Gr",""
"0020","9017417","Anticoagulant Charit",""
"0020","9017419","Apixaban-Pfizer De",""
"0020","9017420","Belatacept PAF",""
"0020","9017430","Ixempra-Otsuka Pay.",""
"0020","9017431","PAP-Sprycel",""
"0020","9017433","IME Grants-CML",""
"0020","9017435","Spycel-Otsuka Payble",""
"0264","9017443","BMSPAF Plavix",""
"0124","9017447","Ext legal Czech Rep.",""
"0020","9017455","Access Corp. Giving",""
"0050","9017456","EMEA Satellite-S A",""
"0064","9017474","ES Ppl Svcs PR",""
"0551","9017477","Redwood City Facilit",""
"0550","9017478","Bloomsbury NJ",""
"0052","9017487","Ext Legal Sweden",""
"0119","9017495","Ext Juridic. Norway",""
"0001","9017500","Trademarks Expenses",""
"0042","9017504","Pharm G&A Off Serv",""
"0020","9017506","V2P",""
"0101","9017511","FI Ext Legal Finland",""
"0034","9017514","ES Ppl Svcs EMEA Ops",""
"0115","9017523","Gna Finance Algeria",""
"0131","9017524","Expat CC-Austria",""
"0020","9017527","IM Allocation COGS",""
"0072","9017529","ES Ppl Svcs EMEA",""
"0059","9017533","Ext Legal Netherland",""
"0020","9017534","WCNJ EHS SITE OPERAT",""
"0020","9017535","LV MAINTENANCE & OPE",""
"0020","9017537","PLAINSBORO OPERATION",""
"0020","9017538","NB MAINTENANCE & OPE",""
"0020","9017540","WLFD MAINTENANCE & O",""
"0020","9017543","HOPEWELL ENG",""
"0020","9017545","HW MAINTENANCE & OPE",""
"0020","9017547","NB Manuf Ctrbl Spend",""
"0020","9017550","Princeton Pike",""
"0020","9017551","REGIONAL ADMINISTRAT",""
"0020","9017556","FACILITIES ALLOCATIO",""
"0020","9017557","NEW BRUNSWICK ENGINE",""
"0020","9017558","Nassau Park",""
"0020","9017559","FACILITIES SITE ENG.",""
"0020","9017564","Strat, Pricing & Sta",""
"0131","9017567","HR shared services",""
"0150","9017578","EMEA Satellite-Ru",""
"0671","9017585","G&A GENERAL MANAGER",""
"0671","9017586","G&A FINANCE & ACCOUN",""
"0671","9017587","G&A ADMIN",""
"0671","9017589","G&A HUMAN RESOURCES",""
"0083","9017592","G&A HOST DIRECTORS O",""
"0083","9017593","G&A BUSINESS FINANCE",""
"0083","9017596","G&A ADMIN & OFFICE S",""
"0083","9017600","G&A HUMAN RESOURCES",""
"0083","9017602","Global Procurement",""
"0671","9017603","BFS Thailand",""
"0671","9017606","Thailand IM DIO (THB",""
"0083","9017607","G&A LEGAL Taiwan",""
"0083","9017608","BFS Taiwan",""
"0083","9017611","Global Procurement",""
"0083","9017613","ODSS_Taiwan",""
"0056","9017616","G&A FINANCE (BFU)",""
"0056","9017617","G&A MANAGEMENT",""
"0080","9017619","G&A FINANCE&ACCOUNTI",""
"0080","9017620","G&A ADMIN& OFFICE SE",""
"0080","9017624","LEGAL Singapore",""
"0080","9017633","BFS Singapore",""
"0080","9017637","G&A Legal-Singapore",""
"0042","9017639","Pharm G&A Mgmt",""
"0042","9017641","Pharm G&A BFU",""
"0080","9017644","ODSS_Singapore",""
"0080","9017645","Singapore DIO",""
"0042","9017647","Pharm G&A HR",""
"0401","9017650","G&A Management",""
"0401","9017651","G&A BFU",""
"0401","9017652","G&A HR",""
"0401","9017653","G&A Common",""
"0401","9017654","BFS Korea",""
"0401","9017655","South Korea DIO",""
"0406","9017656","G&A HOST DIRECTORS O",""
"0538","9017657","G&A MANAGEMENT",""
"0538","9017658","G&A Finance",""
"0538","9017659","G&A IT-Site Support",""
"0538","9017660","G&A HR",""
"0538","9017661","G&A Admin",""
"0406","9017664","G&A FINANCIAL COLLEC",""
"0406","9017665","G&A ADMIN & OFFICE S",""
"0406","9017666","G&A Compliance",""
"0406","9017667","G&A FINANCIAL PLANNI",""
"0406","9017669","G&A PUBLIC AFFAIRS",""
"0406","9017670","G&A HUMAN RESOURCES",""
"0406","9017672","G&A OTHER",""
"0538","9017673","BFS",""
"0406","9017674","G&A DIRECTOR(FINANCE",""
"0538","9017675","G&A Purchases",""
"0406","9017677","Regulatory-China",""
"0538","9017678","India DIO",""
"0406","9017679","Compl Intrcn-China",""
"0538","9017681","Corporate Affairs",""
"0406","9017682","Ext LEGAL China",""
"0406","9017685","BFS APAC",""
"0406","9017689","G&A PURCHASING",""
"0406","9017691","ODSS_China 406",""
"0406","9017693","CHINA DIO",""
"0231","9017694","G&A FINANCE",""
"0231","9017695","G&A OTHER",""
"0670","9017696","G&A FINANCE",""
"0670","9017697","G&A ADM & OFFICE SER",""
"0670","9017699","G&A Human Resources",""
"0670","9017703","G&A Legal Hong Kong",""
"0670","9017705","ODSS_Hong Kong",""
"0020","9017719","Govt_Affairs",""
"0670","9017721","BFS Hong Kong",""
"0045","9017732","Legal Exp. Turkey",""
"0150","9017736","WPS_Russia",""
"0549","9017738","BFS Satellite Romani",""
"0405","9017745","Ext Legal Denmark",""
"0150","9017746","DDI Training Rus",""
"0150","9017747","Serv.Agr. Finance",""
"0150","9017748","Serv.Agr. Human Reso",""
"0150","9017749","Serv.Agr. IM",""
"0150","9017750","Serv.Agr. Office Adm",""
"0670","9017755","G&A IM CLIENT PHASI",""
"0671","9017762","G&A HR Guest Office",""
"0042","9017764","MEA G&A BFU",""
"0150","9017809","Grants Russia",""
"0020","9017820","Product Liab-Ext Leg",""
"0020","9017822","Japan alliance grant",""
"0511","9017827","Charitable Donations",""
"0020","9017834","RAR Relief R&D",""
"0044","9017836","RAR Irbe Spec.Force",""
"0020","9017871","EMAC HQ",""
"0105","9017873","RAR-Syracuse",""
"0044","9017888","MKT General Manag.PR",""
"0150","9017889","Other G&A Russia",""
"0020","9017894","MS-IME",""
"0162","9017897","G&A Finance Swiss",""
"0549","9017901","Ext Legal HQ Romania",""
"0048","9017905","Ext Legal Chile",""
"0048","9017906","EJECUTIVOS GERENCIA",""
"0048","9017907","RECURSOS HUMANOS",""
"0048","9017908","COMPRAS LOCALES",""
"0048","9017909","GASTOS DE EDIFICIO",""
"0048","9017910","OTROS GASTOS DE ADMI",""
"0048","9017912","SATELITE LOCAL CONTA",""
"0205","9017915","DONACIONES FARMA / S",""
"0205","9017916","DONACIONES FARMA / S",""
"0205","9017917","DONACIONES FARMA / S",""
"0205","9017920","GERENCIA GENERAL",""
"0205","9017921","COSTOS / FINANZAS",""
"0205","9017923","RECURSOS HUMANOS",""
"0205","9017925","COMPRAS",""
"0205","9017931","G & A LEGAL",""
"0205","9017936","Ext Legal Columbia",""
"0205","9017937","BFS",""
"0205","9017942","Colombia IM",""
"0038","9017959","Government affairs",""
"0038","9017960","General Manager Arg.",""
"0038","9017962","Analista Negocio/Fin",""
"0038","9017963","BFS",""
"0038","9017965","Direccion RRHH",""
"0038","9017967","Compras G&A",""
"0038","9017970","Analisis de Sistemas",""
"0038","9017973","Pharma Legales",""
"0038","9017975","Pharma-Serv Oficinas",""
"0038","9017976","Pharma-Serv Oficinas",""
"0038","9017979","NEI Dummy Default CC",""
"0038","9017982","Argentina IM",""
"0038","9017984","Legales Ph Corp AG",""
"0038","9017987","Gastos bancarios e I",""
"0047","9018001","Continuous Innovatio",""
"0047","9018002","Gcia General Farma V",""
"0047","9018003","C x Pagar Regional F",""
"0047","9018005","RECURSOS HUMANOS",""
"0047","9018009","SERV: GENERALES FARM",""
"0047","9018011","Seg.Corporativa Farm",""
"0047","9018013","CONTABILIDAD",""
"0047","9018014","ODSS_Venezuela",""
"0217","9018020","COSTO CBZA DE IMPORT",""
"0217","9018021","ASUNTOS GUBERNAMENTA",""
"0217","9018022","CONTRALORIA / DIRECT",""
"0217","9018023","DIRECTOR REGIONAL DE",""
"0217","9018025","COMPRAS E IMPORTACIO",""
"0217","9018027","C.P.D",""
"0217","9018030","External Legal Peru",""
"0217","9018031","SERV.OFICINA Y ADM.",""
"0217","9018034","D1-DCA-UC",""
"0205","9018039","CAFETERIA / EDIFICIO",""
"0150","9018041","ODSS_Russia",""
"0082","9018043","G&A-Slovenia",""
"0082","9018044","EMEA Satellite-WISA",""
"0131","9018045","Tax COE",""
"0020","9018047","PAF-Apixaban",""
"0055","9018062","Admi Salary",""
"0511","9018083","FSS G&A Exp Colombia",""
"0115","9018084","TALENT ACQUI SP Ex",""
"0553","9018085","Zymo-Facilities Op",""
"0553","9018086","Zymo Procurement & M",""
"0553","9018087","Zymo-Facilities Ma",""
"0553","9018088","LUSP-Seattle",""
"0553","9018092","Zymo-Info Tech-O",""
"0141","9018095","Departamento Legal",""
"0020","9018098","Shanghai, China",""
"0131","9018099","Expat SECURITY CORP",""
"0134","9018100","G&A Finance Switzlnd",""
"0553","9018101","Ext Legal-Zymo",""
"5085","9018105","MEA HQ G&A-Exec.\\G",""
"5085","9018107","MEA HQ G&A-Finance",""
"5085","9018108","FINANCIAL ANALYSIS M",""
"5085","9018109","MEA HQ G&A-Human R",""
"5085","9018111","GULF G&A-Finance",""
"0506","9018116","Corporate Finance",""
"0231","9018119","BFS China Trading",""
"0124","9018124","Finance Dir(PueRico)",""
"5085","9018132","Gulf G&A-HR",""
"0401","9018138","Procure Process",""
"5085","9018139","WW HQ G&A-Legal",""
"0150","9018145","Serv.Agr.G&A Exec/GM",""
"0150","9018146","Serv.Agr. Car Fleet",""
"0405","9018147","EMEA Satellite-Sca",""
"0101","9018148","EMEA Satellite-Sca",""
"0119","9018149","EMEA Satellite-Sca",""
"0064","9018151","Acct Costs",""
"0454","9018152","Acct Cost",""
"0150","9018164","Serv.Agr. BT Russia",""
"0150","9018166","Russia Serv Agr.",""
"0150","9018167","WPS_Serv.Agr.Russia",""
"0150","9018168","Serv.Agr.Purchasing",""
"0150","9018169","Serv.Ag.Legal Russia",""
"0468","9018171","BFS Warsaw Satellite",""
"0080","9018175","G & A-HR",""
"5425","9018176","EGY G&A-Exec.\\Gen.",""
"5425","9018177","EGY G&A-Finance",""
"5425","9018180","EGY G&A-Human Reso",""
"5425","9018181","EGY G/A Planning & D",""
"5425","9018182","EGY G&A-Purchasing",""
"5425","9018184","EGY Allocation",""
"5425","9018196","IKM G&A-Info. Syst",""
"5425","9018198","EMEA BFS G&A-Finan",""
"0496","9018207","Gto.BMS Hold.Spain",""
"0124","9018212","G&A-Grants",""
"0083","9018214","Financial-China",""
"0553","9018215","Earl Davie Building",""
"0553","9018216","1144 East Lake",""
"0083","9018221","Taiwan IM-DIO",""
"0401","9018222","Compl Intrcn-Kor&Pac",""
"0080","9018224","Legal-Regulatory SG",""
"0131","9018230","GM GREECE",""
"0056","9018234","G&A Finance Audit",""
"0062","9018237","EUROPE PROCUREMENT",""
"0590","9018238","BMS Waltham Facility",""
"0020","9018239","Corp Governance/Sec",""
"0122","9018240","Facilites expenses",""
"0038","9018241","Compl Intrcn-Argent",""
"0506","9018242","G&A-Other co 0506",""
"0059","9018243","Russia expatriate",""
"0042","9018247","Australia IM-DIO",""
"0511","9018250","FSS G&A Exp Argentin",""
"0072","9018253","Corp IT Ireland",""
"0150","9018255","Expat HR China",""
"5085","9018256","PRI Regulatory",""
"0020","9018259","US Expat-India",""
"0550","9018262","G&A-IME",""
"0550","9018264","G&A-PAP",""
"0553","9018266","IME Grants-G&A Other",""
"0141","9018267","Compl EMAC-Spain",""
"0150","9018268","Legal-Russia",""
"0131","9018270","Europe HQ Comp DA",""
"0080","9018271","CV/Met Role-JPAC HQ",""
"0205","9018275","Compl Intrcn-Col&Ven",""
"0034","9018277","Compl EMAC-UK",""
"0044","9018278","G&A Grants Germany",""
"0538","9018280","Regulatory-India",""
"0020","9018281","US Expatriate Charge",""
"0083","9018282","Compliance-China",""
"5085","9018288","GULF Allocation",""
"5085","9018293","EMEA BFS G&A-Finan",""
"0115","9018298","GnA MAROC",""
"0150","9018299","Finance BFS serv.agr",""
"0150","9018300","Legal-Russia HC 1",""
"0162","9018301","G&A FinanceSwiss",""
"7997","9018302","Inhibitex Legal",""
"0550","9018303","Bloomsbury Lab Svcs",""
"0089","9018308","Ext LEGAL SASS China",""
"0115","9018309","Glob&Corp Pol-France",""
"0054","9018317","HR Global Devlopment",""
"0115","9018318","Gna Finance FSA",""
"0538","9018320","Ext Legal India",""
"0061","9018322","EMEA FSS Belgium",""
"0089","9018323","Shanghai IT",""
"0038","9018325","Global Travel & Meet",""
"0671","9018328","External Legal-THAI",""
"0020","9018331","Ext. Leg-Legal Exec.",""
"0454","9018332","Global ProcurementPR",""
"0231","9018337","Ext LEGAL China",""
"0401","9018338","Legal Counsel-Korea",""
"0406","9018341","G&A back charge-231",""
"0020","9018344","Global Engineering",""
"0020","9018345","GMS&T Headquarters",""
"0020","9018349","Amylin 1-Time Integr",""
"0556","9018352","Amylin on-going w/ A",""
"0044","9018365","RPO Cost Germany",""
"0556","9018366","Administration Amyli",""
"0556","9018371","Corp Engineering Amy",""
"0556","9018377","Finance Amylin-1020",""
"0556","9018381","Alliance Management",""
"0556","9018383","Corporate Facilities",""
"0556","9018384","Corporate EH&S Amyli",""
"0556","9018385","Information Manageme",""
"0412","9018388","PRI regulatory",""
"0412","9018390","EMEA-BFS ISRAEL",""
"0131","9018391","MSTR DATA ARCH SVCS",""
"0020","9018392","HepC G&A Char Giv",""
"0020","9018393","HepC G&A IME",""
"0020","9018394","HepC G&A PAP",""
"0020","9018395","Fac., Cap.& Eng Sour",""
"0556","9018406","RAR-Amylin Corp Staf",""
"0217","9018408","Grant's",""
"0001","9018411","Amylin Transit Admin",""
"0020","9018412","Global Energy",""
"0020","9018413","Global Fac Svcs-US",""
"0115","9018414","Global Fac Svcs EMEA",""
"0072","9018415","GFS-Ireland",""
"0020","9018453","USA HR Working Cost",""
"0020","9018470","IT Validation Svcs",""
"0020","9018471","Corp Integration Svc",""
"0020","9018472","Master Data Mgmt",""
"0131","9018473","Strategy & Ops UK",""
"0020","9018474","P2P-US",""
"0038","9018475","P2P-Argentina",""
"0131","9018476","P2P-UK",""
"0115","9018477","P2P-France",""
"0035","9018478","P2P-Canada",""
"0122","9018479","P2P-Brazil",""
"0020","9018480","ES-Real Estate",""
"0020","9018481","ES-Contracting Svcs",""
"0115","9018483","G&A Exec Gnl Mgmt",""
"0098","9018484","Grants Austria",""
"0538","9018486","India HR Working Cos",""
"0020","9018487","G&A-USP RAR",""
"0217","9018498","CV MET/ ONCO",""
"0020","9018499","LLB/VBBD Program",""
"0538","9018500","ODSS_India",""
"0671","9018501","ODSS_Thailand",""
"5425","9018502","ODSS_Egypt",""
"0068","9018503","ODSS_Portugal",""
"0549","9018504","ODSS_Romania",""
"0121","9018505","ODSS_Saudi Arabia",""
"0050","9018506","ODSS_South Africa",""
"0045","9018507","ODSS_Turkey",""
"5085","9018508","ODSS_United AE",""
"0131","9018509","ODSS_UK Chester",""
"0034","9018510","ODSS_UK UXB",""
"0038","9018511","ODSS_Argentina",""
"0048","9018512","ODSS_Chile",""
"0205","9018513","ODSS_Colombia",""
"0217","9018514","ODSS_Peru",""
"5085","9018525","FSA/Maghreb G&A Fnce",""
"0526","9018527","EUR PUB AFFAIRS DIR",""
"5085","9018528","MEA HQ Allocation",""
"0044","9018529","RAR PMO PC50017",""
"0020","9018536","AZ Cost Share Co 20",""
"0020","9018537","G&A-Intercon RAR",""
"0020","9018540","CV IME (COE Chargeba",""
"0020","9018541","CV CHARITABLE GIVING",""
"0553","9018542","EH&S-WA",""
"0050","9018551","Secure The Future-ZA",""
"0122","9018552","Visitors Employees",""
"0044","9018557","RAR LCF Abilify",""
"0020","9018559","USA HR Working Cost",""
"0553","9018561","Microbial Facilities",""
"0035","9018562","RAR Canada",""
"0072","9018570","GNA Other-Morocco",""
"0072","9018573","GP GMS Ireland",""
"0412","9018576","ODSS_Israel",""
"0062","9018582","General Mgmt PT",""
"0115","9018583","Regulatory Tunisia",""
"0115","9018584","HR Algeria",""
"0020","9018585","ES RAR Cost Center",""
"0050","9018589","WW HQ G&A-Legal",""
"0131","9018591","EXEC & GEN MGMT SWE",""
"0231","9018593","G&A public Affairs",""
"0412","9018594","Ext Legal-Israel",""
"0020","9018597","Project Eagle",""
"0020","9018600","Transform Office",""
"0047","9018601","Corp. Legal Fee Vzla",""
"0234","9018602","G&A-Admin",""
"0234","9018603","G&A-Other",""
"0020","9018607","PPM Team",""
"0422","9018608","GCH-Corp Finance",""
"0422","9018609","GCH-Corp Gen Mgmt",""
"0422","9018610","GCH-Corp HR",""
"0422","9018612","GCH-IS",""
"0074","9018615","GCH-Corp Finance",""
"0074","9018619","GC Switzerland DIO",""
"0231","9018621","G&A-HR",""
"0553","9018622","MMF Facilities",""
"0553","9018623","MMF EH&S",""
"0505","9018625","GCH-Ext Legal I.P.",""
"0020","9018627","NACC G&A",""
"0020","9018629","Vision 2020 Program",""
"0020","9018630","US Expat Exp-Russia",""
"0561","9018631","BFS US Business Ops",""
"0561","9018632","BFS Finance Ops Tamp",""
"0561","9018633","IT Validation Svcs T",""
"0561","9018634","Field Force Mgmt  Ta",""
"0561","9018635","Service & Provider E",""
"0561","9018636","Infrastructure Svcs",""
"0561","9018637","Tampa HQ",""
"0234","9018638","BFS China Wuxi",""
"0434","9018640","Aichi Japan IT",""
"0550","9018643","IME Grants-Lung/RCC",""
"0550","9018644","PAP-Lung/RCC",""
"0406","9018645","G&A-CorporatSecurity",""
"0020","9018648","IME Grants-Multiple-",""
"0020","9018649","PAP-Multiple-Myeloma",""
"0020","9018650","BExM DS Ex-Pat",""
"0062","9018651","NEW GMS EUROPE&ASIA",""
"0412","9018652","G&A-Exec.\\Gen.Mgmt.",""
"5085","9018653","Gulf Markets GM",""
"0064","9018654","Network Strat USHQPR",""
"0121","9018655","Saudi Arabia GM",""
"0082","9018656","G&A Finance Switzlnd",""
"0122","9018658","Security",""
"0020","9018659","Treasury-IT/IS",""
"0020","9018660","BFS IT",""
"0042","9018661","Australia-GC IT/IS",""
"0048","9018662","Chile-GC IT/IS",""
"5425","9018663","Egypt-GC IT/IS",""
"0080","9018664","Singapore-GC IT/IS",""
"0083","9018665","Taiwan GC IT/IS",""
"0511","9018666","Mexico GG IT/IS-G&A",""
"5085","9018667","Gulf-GC IT/IS",""
"0020","9018668","USP HQ IT-G&A",""
"0020","9018669","WWC Other IT/IS",""
"0115","9018671","France G&A IT/IS",""
"0044","9018672","Germany G&A IT/IS",""
"0141","9018674","Spain G&A IT/IS",""
"0034","9018675","UK G&A IT/IS",""
"0468","9018677","EUM Poland G&A IT/IS",""
"0068","9018678","EUM Portugal G&A IT/",""
"0001","9018682","Commercial HQ Mgmt",""
"0231","9018695","G&A Admin",""
"0115","9018696","Grants Communication",""
"0020","9018712","Intercon HQ G&A IT/I",""
"0020","9018713","Audit-IT/IS",""
"0001","9018714","Legal-IS/IT",""
"0001","9018715","Security-IT/IS",""
"0001","9018716","Phil/STF-IT/IS",""
"0020","9018717","Controller-IT/IS",""
"0020","9018718","Tax-IT/IS",""
"0020","9018719","Fin Oper-IT/IS",""
"0020","9018720","EHS-IT/IS",""
"0020","9018721","Compliance-IT/IS",""
"0020","9018722","PA/IR-IT/IS",""
"0422","9018724","GCH-IT/IS",""
"0020","9018725","HR Rewards-IT/IS",""
"0045","9018730","WWC Finance TR",""
"0020","9018732","ES HR Services IT/IS",""
"0020","9018733","ES Service Provider",""
"0020","9018734","ES S&O IT/IS",""
"0401","9018735","Korea IT",""
"0020","9018736","AbbVie Allia Payable",""
"0131","9018738","HCP PMO SERVICE DEL",""
"0042","9018739","ES Ppl Svcs Australi",""
"0080","9018741","SEA Distributor Mkt",""
"0205","9018777","IM LOCAL PROJECTS",""
"0062","9018803","General Mngt Japan",""
"0406","9018804","ES Ppl Svcs HK 2",""
"0231","9018837","IT PO/SO",""
"0074","9018844","GCH-G&A other",""
"0020","9018845","AZ Piedmont",""
"0422","9018846","GCH-G&A other",""
"0020","9018847","Sourcing Excellence",""
"0131","9018848","Sourcing Excellence",""
"0034","9018849","Sourcing Excellence",""
"0141","9018851","Sourcing Excellence",""
"0044","9018852","Sourcing Excellence",""
"0122","9018853","Sourcing Excellence",""
"0511","9018854","Sourcing Excellence",""
"0406","9018855","Sourcing Excellence",""
"0434","9018856","Sourcing Excellence",""
"0038","9018857","Procure Argentina",""
"0047","9018858","Procure Venezuela",""
"0035","9018859","Procurement Canada",""
"0205","9018861","Procurement Colombia",""
"0217","9018862","Procurement Peru",""
"5085","9018863","Procurement Dubai",""
"0020","9018868","Diversity",""
"5425","9018870","Levant G&A-Exec/GMgm",""
