UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"V40141-160109","Clinical Implications Melanoma","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"V40141-160110","Clinical Implications Renal","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"V40141-160111","Clinical Implications Pulmón","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"WR0205-160007","Estudio PJ RCC para VNZ","1900000000000002973620","Market Research Studies","0205","COP","01/01/2016","12/31/2016",75179304.31,191363743.59
"WR0205-160008","Estudio C Pulmon Venezuela (analisis de","1900000000000002973620","Market Research Studies","0205","COP","01/01/2016","12/31/2016",75179304.31,191363743.59
"V40141-160112","Simposio Glioblastoma","1900000000000002841820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",728311.46,1300695.18
"W50122-160098","Fóruns regionais","1900000000000002758020","A&P","0122","BRL","01/01/2016","12/31/2016",649717.67,1102026.70
"W50122-160099","IV Congresso Internacional Oncologia D'o","1900000000000002757820","A&P","0122","BRL","01/01/2016","12/31/2016",49179.83,5241607.10
"W50122-160100","V Simpósio GBOT","1900000000000002757820","A&P","0122","BRL","01/01/2016","12/31/2016",49179.83,5241607.10
"W50122-160101","4º Simpósio Internacional Oncoclínicas","1900000000000002757820","A&P","0122","BRL","01/01/2016","12/31/2016",49179.83,5241607.10
"WF0122-160053","Aula ATS desfechos IO","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160052","Aula ATS 1 e 2","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WF0122-160048","Análise DataSUS - NSCLC","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160054","Impressão adicional guia de bolso","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WF0122-160055","Ações de Acesso Público","1900000000000002774420","Other Marketing","0122","BRL","01/01/2016","12/31/2016",241533.27,2299249.20
"WF0122-160056","Ações de Acesso Privado","1900000000000002774420","Other Marketing","0122","BRL","01/01/2016","12/31/2016",241533.27,2299249.20
"WF0122-160057","Ações de Acesso Público","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160058","Ações de Acesso Privado","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160060","Ações de Acesso Público","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WR0231-160048","Local IO Competitor Screening","1900000000000003003320","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",6508449.99,10467000.00
"WF0062-160220","Dacla Reprint Studio Epidemiologico","1900000000000002785720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",151921.76,184000.00
"WF0089-160008","Linlic_HCV VP Update & DA Design","1900000000000003016720","Other Marketing","0089","CNY","01/01/2016","12/31/2016",8770007.94,9290000.00
"V40126-160026","2016-04-Dasatinib-SA-07_Dasatinib in CML","1900000000000003122120","Medical Publications","0126","HUF","01/01/2016","12/31/2016",37019.29,323796.03
"W50141-160215","Reunion ciclo 2","1900000000000002878820","A&P","0141","EUR","01/01/2016","12/31/2016",83176.47,230495.00
"WF0074-160083","WF-ACC-NIV: Brochure Science of IO","1900000000000002643020","Other Marketing","0074","CHF","01/01/2016","12/31/2016",131060.43,255900.00
"V40121-160017","HCV Testing Support Program","1900000000000002986420","Medical Publications","0121","SAR","01/01/2016","12/31/2016",142124.36,525000.00
"W50034-160080","Litmus","1900000000000002731020","A&P","0034","GBP","01/01/2016","12/31/2016",1095695.48,2423313.00
"V40122-160029","Refeições com HCP","1900000000000002774520","Medical Publications","0122","BRL","01/01/2016","12/31/2016",672731.68,828436.50
"WF0122-160061","CEUBAN - Projeto Casa de Hepatite","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WF0048-160020","Pago de servicios imprenta Atelier","1900000000000002852820","Other Marketing","0048","CLP","01/01/2016","12/30/2016",1136717.46,1161218.95
"WF0122-160062","Adicional lombada de pasta","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"W50581-160174","FR1940-GroupeStratExperts","1900000000000002592920","A&P","0581","EUR","01/01/2016","12/31/2016",601442.26,2305000.00
"V40141-160113","Medical Publications Orencia","1900000000000002857120","Medical Publications","0141","EUR","01/01/2016","12/31/2016",103393.56,242440.00
"W50671-160069","TSH-IS 2016","1900000000000003037420","A&P","0671","THB","01/04/2016","12/31/2016",5375735.57,9911000.00
"WR0062-160037","Orencia WWCO ATU + Message Recall","1900000000000002793920","Market Research","0062","EUR","01/01/2016","12/31/2016",32292.00,155800.00
"WF0468-160002","2016 Opdivo RCC MA fees","1900000000000003123620","Other Marketing","0468","PLN","05/11/2016","12/31/2016",572.00,115000.00
"WF0042-160009","MediKidz explain adv melanoma licence","1900000000000002831020","Other Marketing","0042","AUD","01/01/2016","12/31/2016",201851.82,477500.00
"W50044-170002","1940 AC Akademien 2017","1900000000000003124120","A&P","0044","EUR","01/01/2017","12/31/2017",500000.00,500000.00
"WR0231-160049","Local immunology-onco competitor screeni","1900000000000003003320","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",6508449.99,10467000.00
"W50671-160070","ID EAST 2016","1900000000000003016920","A&P","0671","THB","01/01/2016","12/31/2016",7009842.80,8250000.00
"V40045-160053","KBY Adboard","1900000000000002789120","Medical Publications","0045","TRY","01/01/2016","12/31/2016",448395.74,935000.00
"V40045-160054","KBY Adboard honororium","1900000000000002789120","Medical Publications","0045","TRY","01/01/2016","12/31/2016",448395.74,935000.00
"WF0122-160063","Impressão material de adesão","1900000000000002758620","Other Marketing","0122","BRL","01/01/2016","12/31/2016",244050.38,1487773.87
"W50034-160081","KCM academy","1900000000000002731020","A&P","0034","GBP","01/01/2016","12/31/2016",1095695.48,2423313.00
"V40122-160058","CBR 2016","1900000000000002774520","Medical Publications","0122","BRL","01/01/2016","12/31/2016",672731.68,828436.50
"V40141-160114","proyecto de formación bioestadistica","1900000000000002848820","Medical Publications","0141","EUR","01/01/2016","12/31/2016",20000.00,20000.00
"V40141-160115","reacreditación del Curso Online Tto ACO","1900000000000002849220","Medical Publications","0141","EUR","01/01/2016","12/31/2016",104708.18,313000.00
"V40122-160059","Preceptorship HC FMUSP","1900000000000002756720","Medical Publications","0122","BRL","01/01/2016","12/31/2016",1004232.43,2806530.20
"WR0231-160050","RFP for H&N,EC and BLC adj Market Access","1900000000000003003320","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",6508449.99,10467000.00
"W50141-160216","Jornadas Primavera AEEH","1900000000000002878820","A&P","0141","EUR","01/01/2016","12/31/2016",83176.47,230495.00
"W50074-160117","W5-MKT-ELI HTML Update","1900000000000002621620","A&P","0074","CHF","01/01/2016","12/31/2016",257471.60,577000.00
"WR0055-160011","2016 PR Eliquis Market Research","1900000000000002898120","Market Research","0055","USD","01/01/2016","12/31/2016",25000.00,25000.00
"V40074-160067","V2-MED-NIVO-RCC_Booklet","1900000000000002709120","Medical Publications & Other Medical Aff","0074","CHF","01/01/2016","12/31/2016",128306.65,216595.00
"V40412-160053","International TL educational meeting wit","1900000000000003066320","Medical Publications","0412","ILS","01/20/2016","12/31/2016",637240.52,650000.00
"WF0412-160056","The Israeli Cancer Association Conferenc","1900000000000003109620","Other Marketing","0412","ILS","03/23/2016","12/31/2016",123875.13,332000.00
"V40412-160054","Sponsorship of HCP's to ISHL Conference","1900000000000002703220","Medical Publications & Other Medical Aff","0412","ILS","01/01/2016","12/31/2016",161133.50,195000.00
"V45085-160020","Field Medical Acttivities for 2016","1900000000000002821920","Medical Publications","5085","USD","01/01/2016","12/31/2016",56765.70,243400.00
"V40412-160055","Radiotherapy Group Meeting","1900000000000002704220","Medical Publications & Other Medical Aff","0412","ILS","01/01/2016","12/31/2016",61241.46,155000.00
"WR0231-160053","NSCLC Therapeutics Market Data Collectio","1900000000000003003320","Market Research Studies","0231","CNY","01/01/2016","12/31/2016",6508449.99,10467000.00
"W50089-160348","HCV PPT & Dosage Book development","1900000000000003085620","A&P","0089","CNY","02/25/2016","12/31/2016",374281.98,3471000.00
"WF0062-160221","Eliquis SF Local Funds DiGregorio","1900000000000002789520","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1308925.43,2366972.79
"V40412-160056","AASLD","1900000000000003066320","Medical Publications","0412","ILS","01/20/2016","12/31/2016",637240.52,650000.00
"WF0412-160057","Public Relations(PR)/Public Affairs","1900000000000003067120","Other Marketing","0412","ILS","01/20/2016","12/31/2016",1008845.00,1020000.00
"V40068-160121","Clinical implications Post Asco","1900000000000002814420","Medical Publications","0068","EUR","01/01/2016","12/31/2016",148573.90,162866.00
"WF0412-160058","PAG congresses","1900000000000003109620","Other Marketing","0412","ILS","03/23/2016","12/31/2016",123875.13,332000.00
"WF0412-160059","PAG sponsorship","1900000000000003109620","Other Marketing","0412","ILS","03/23/2016","12/31/2016",123875.13,332000.00
"WF0412-160060","Ichilov Animations","1900000000000003109620","Other Marketing","0412","ILS","03/23/2016","12/31/2016",123875.13,332000.00
"W50122-160102","Reunião de Atualização Científica SBOCRJ","1900000000000002774620","A&P","0122","BRL","01/01/2016","12/31/2016",733182.66,1427237.40
"W50048-160036","I-O Summit Latam","1900000000000002860420","A&P","0048","CLP","01/01/2016","12/31/2016",364218.42,1825140.00
"W50035-160171","Clinique Quartier Latin","1900000000000002767420","A&P","0035","CAD","01/01/2016","12/31/2016",20000.00,20000.00
"W50048-160037","I-O Summit","1900000000000002860720","A&P","0048","CLP","01/01/2016","12/31/2016",406082.68,634810.17
"W50124-160029","EVOTAZ Promo materials","1900000000000002721320","A&P","0124","CZK","01/01/2016","12/31/2016",110517.89,550000.00
"V40035-160119","Opd. Mel. 2015 Speaker Tour (Medplan)","1900000000000002764420","Medical Publications","0035","CAD","01/01/2016","12/31/2016",231483.69,359413.51
"WF0122-160064","Impressão Algoritmo de tratamento NSCLC","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"V40035-160120","Bayshore compassionate program fees","1900000000000002762920","Medical Publications","0035","CAD","01/01/2016","12/31/2016",563074.91,708717.48
"WF0122-160065","Correio Brasiliense - Fórum Oncoguia","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160066","Instituto Lado a Lado - Workshop CA Pulm","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"WF0122-160067","Instituto Espado de Vida - I-O aba WEB","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"V40434-160072","OP_HN_Shared_AdB","1900000000000002783020","Medical Publications","0434","JPY","01/01/2016","12/31/2016",113323.00,120000.00
"V40401-160029","The Liver Week congress","1900000000000002668720","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",4764867.36,5233760.00
"WF0083-160014","Health Economic Lectures","1900000000000003026120","Other Marketing","0083","TWD","01/01/2016","12/31/2016",43550.00,80000.00
"W55085-160022","Orencia - PR activities 2016","1900000000000002833120","A&P","5085","USD","01/01/2016","12/31/2016",87121.03,195000.00
"W55085-160023","Sprycel - PR activities 2016","1900000000000002815220","A&P","5085","USD","01/01/2016","12/31/2016",116191.47,170000.00
"W55085-160024","Nivolumab - PR activites 2016","1900000000000002833620","A&P","5085","USD","01/01/2016","12/31/2016",42381.12,175000.00
"V40074-160068","V2-MED-ELO-NPP-ICF-FR","1900000000000002634720","Medical Publications & Other Medical Aff","0074","CHF","01/01/2016","12/31/2016",46125.88,57578.00
"W50089-160349","2016 OTC retail minyu expense 4","1900000000000003007520","A&P","0089","CNY","01/01/2016","12/31/2016",232966.05,20120771.68
"W55085-160025","Daklinza - PR activities 2016","1900000000000002834420","A&P","5085","USD","01/01/2016","12/31/2016",132909.11,200000.00
"W50062-160111","Opdivo Opuscoli AIOM I-O","1900000000000002792620","A&P","0062","EUR","01/01/2016","12/31/2016",1274560.17,3468032.90
"WF0050-160006","PCMA 2016-Sponsorship","1900000000000002750520","Other Marketing","0050","ZAR","01/01/2016","12/31/2016",546502.00,567702.00
"WF0062-160222","Eliquis SF Local Funds SardegnaToscana","1900000000000002789520","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1308925.43,2366972.79
"WF0045-160011","Lung Cancer Advocate Network (Disease Aw","1900000000000002759420","Other Marketing","0045","TRY","01/01/2016","12/31/2016",179388.26,267000.00
"WF0549-160050","Melanoma PAG campaign","1900000000000002748920","Other Marketing","0549","RON","01/01/2016","12/31/2016",303304.06,523384.00
"V40405-160068","DCS Symposium June 3","1900000000000002681120","Medical Publications & Other Medical Aff","0405","DKK","01/01/2016","12/31/2016",371212.00,621611.00
"V40405-160070","RMP materials May 2016","1900000000000002681120","Medical Publications & Other Medical Aff","0405","DKK","01/01/2016","12/31/2016",371212.00,621611.00
"WF0062-160223","Empliciti Progetto SIFO II edition","1900000000000002792120","Other Marketing","0062","EUR","01/01/2016","12/31/2016",295200.00,324700.00
"WF0062-160224","Empliciti Access Materials (digital+prin","1900000000000002792120","Other Marketing","0062","EUR","01/01/2016","12/31/2016",295200.00,324700.00
"WF0062-160225","Dacla PAGS Activities - EPAC+NADIR","1900000000000002787520","Other Marketing","0062","EUR","01/01/2016","12/31/2016",230700.00,232000.00
"V40062-160050","Opdivo Palermo Nov16-VI Int.Conf.","1900000000000002793620","Medical Publications","0062","EUR","01/01/2016","12/31/2016",1598198.45,1743800.00
"V40062-160051","Opdivo Padova Nov16-Meet the Prof","1900000000000002793620","Medical Publications","0062","EUR","01/01/2016","12/31/2016",1598198.45,1743800.00
"V40035-160121","Med. Info. Opdivo FAQ","1900000000000002763920","Medical Publications","0035","CAD","01/01/2016","12/31/2016",393323.79,589042.45
"WR0581-160053","Biosimilar","1900000000000002924520","Market Research","0581","EUR","01/01/2016","12/31/2016",17764.00,323950.00
"WR0581-160054","ATU","1900000000000002924520","Market Research","0581","EUR","01/01/2016","12/31/2016",17764.00,323950.00
"V45085-160021","Hematology Advisory Board","1900000000000002832620","Medical Publications","5085","USD","01/01/2016","12/31/2016",184207.70,275000.00
"WR0122-160015","Onco Data Panel","1900000000000002729020","Market Research","0122","BRL","01/01/2016","12/31/2016",2543095.09,2911863.67
"W50020-160490","Inovalon/Predictive Model","1900000000000002746120","A&P","0020","USD","01/01/2016","12/31/2016",421098.64,1597000.00
"WF0122-160068","BARONG - Projeto Prevenção sobre rodas","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WT0020-160020","Thought Ldr Engage - Commercial","1900000000000002762320","HPCS","0020","USD","01/01/2016","12/31/2016",38485.00,39985.00
"WF0122-160069","Layout Adesão de tratamento","1900000000000002758620","Other Marketing","0122","BRL","01/01/2016","12/31/2016",244050.38,1487773.87
"WF0122-160070","Adaptação modelo CE","1900000000000002758620","Other Marketing","0122","BRL","01/01/2016","12/31/2016",244050.38,1487773.87
"W50434-160373","OP RCC solo In house lecture","1900000000000002825120","A&P","0434","JPY","01/01/2016","12/31/2016",546992.00,559000.00
"W50050-160031","2016 Reprints-ORE D.A & Agree CT Summ","1900000000000002778220","A&P","0050","ZAR","01/01/2016","12/31/2016",203995.94,388981.00
"V40054-160061","Horizon Meeting Sponsorship","1900000000000002725620","Medical Publications & Other Medical Aff","0054","EUR","01/01/2016","12/31/2016",9000.00,9000.00
"WF0150-160127","Brochure","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"V40401-160030","PMS re-examination report","1900000000000002668720","Medical Publications & Other Medical Aff","0401","KRW","01/01/2016","12/31/2016",4764867.36,5233760.00
"V40121-160019","Arab Oncology Meeting in ASCO","1900000000000003037120","Medical Publications","0121","SAR","01/01/2016","12/31/2016",533790.03,1425000.00
"V40405-160071","ESMO 2016","1900000000000002677820","Medical Publications & Other Medical Aff","0405","DKK","01/01/2016","12/31/2016",313000.00,390000.00
"V40405-160069","Tumor microenvironment","1900000000000002678120","Medical Publications & Other Medical Aff","0405","DKK","01/01/2016","12/31/2016",255472.47,725000.00
"WF0141-160140","App Oncohelp","1900000000000002874620","Other Marketing","0141","EUR","01/01/2016","12/31/2016",742131.65,901818.74
"WF0141-160142","Reunion de Ciclo - Mayo 2016","1900000000000002899620","Other Marketing","0141","EUR","01/01/2016","12/31/2016",163899.94,200000.00
"WF0122-160071","ONG SAÚDE EM VIDA - Projeto Apoiando C","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WF0062-160226","Opdivo WCLC TO/FI/BA Dic16","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"W50122-160103","Mini Meetings Pulmão","1900000000000002757820","A&P","0122","BRL","01/01/2016","12/31/2016",49179.83,5241607.10
"W50581-160175","Empliciti Digital-HCP","1900000000000002933220","A&P","0581","EUR","01/01/2016","12/31/2016",150000.00,150000.00
"WF0141-160144","REUNION DE CICLO 2Q16","1900000000000002871720","Other Marketing","0141","EUR","01/01/2016","12/31/2016",39167.13,123150.00
"WF0122-160072","Pen Card Aula ATS","1900000000000002727020","Other Marketing","0122","BRL","01/01/2016","12/31/2016",1123204.15,2906226.80
"WT0048-160011","Honorarios Rutas I-O","1900000000000002860820","HPCS","0048","CLP","01/01/2016","12/31/2016",54412.39,63291.19
"WF0122-160073","EncontrAR - Movimento para AR","1900000000000002774420","Other Marketing","0122","BRL","01/01/2016","12/31/2016",241533.27,2299249.20
"WF0119-160015","Web Site Productions and marketing","1900000000000003079120","Other Marketing","0119","NOK","02/08/2016","12/31/2016",150000.00,150000.00
"W50119-160067","Web Site Productions","1900000000000002697320","A&P","0119","NOK","01/01/2016","12/31/2016",1319483.36,2080000.00
"V40581-160186","WCLCC 4-7 DEC VIENNE 12 PAX + 3 BMS (NO)","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"W50526-160045","2016 OPDIVO RCC MR","1900000000000003126120","A&P","0526","PLN","05/16/2016","12/31/2016",13750.00,27500.00
"WF0412-160061","Media","1900000000000003109620","Other Marketing","0412","ILS","03/23/2016","12/31/2016",123875.13,332000.00
"WF0062-160227","Opdivo The Bridge - Milano Nov16","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0062-160228","Orencia Care Management R.Emilia","1900000000000002794020","Other Marketing","0062","EUR","01/01/2016","12/31/2016",917016.56,3346136.07
"WF0121-160007","PA","1900000000000003049220","Other Marketing","0121","SAR","01/01/2016","12/31/2016",87.80,300000.00
"WF0121-160008","PA","1900000000000003049120","Other Marketing","0121","SAR","01/01/2016","12/31/2016",10.12,75000.00
"V40581-160190","PARTENARIAT IGR / REIN 22-24 SEPT (RB)","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40062-160052","Eliquis ECM il Laboratorio... PG Dic16","1900000000000002790220","Medical Publications","0062","EUR","01/01/2016","12/31/2016",304836.00,370000.00
"WF0121-160009","PA","1900000000000003049420","Other Marketing","0121","SAR","01/01/2016","12/31/2016",371.69,150000.00
"W50020-160492","Orencia April Offsite","1900000000000002712820","A&P","0020","USD","01/01/2016","12/31/2016",1698281.15,4544549.14
"W50205-160052","Speaker tour Orencia","1900000000000003019420","A&P","0205","COP","01/01/2016","12/31/2016",402882339.92,800908137.38
"V40581-160191","CPWA Fr1791_publi congres bela","1900000000000002929520","Medical Publications","0581","EUR","01/01/2016","12/31/2016",39803.26,65000.00
"WF0122-160074","ABRALE - TJCC 2016","1900000000000002890320","Other Marketing","0122","BRL","01/01/2016","12/31/2016",2729335.19,3758870.70
"W50035-160172","ALLY 1-2 NOC e-blast","1900000000000002755720","A&P","0035","CAD","01/01/2016","12/31/2016",42005.23,141608.00
"W50122-160104","Materiais de Treinamento 2016","1900000000000002726720","A&P","0122","BRL","01/01/2016","12/31/2016",597855.57,3174955.00
"W50538-160009","Orencia 2016 Honararium","1900000000000003044520","A&P","0538","INR","01/12/2016","12/31/2016",6616675.75,10054550.00
"W50538-160044","Sprycel 2016 Promo Printing_Reminders","1900000000000002926820","A&P","0538","INR","01/01/2016","12/31/2016",11001072.69,22500000.00
"W50538-160045","Sprycel 2016 HCPs Honorarium","1900000000000002926820","A&P","0538","INR","01/01/2016","12/31/2016",11001072.69,22500000.00
"V40059-160046","Heracles II Adboard","1900000000000002657320","Medical Publications & Other Medical Aff","0059","EUR","01/01/2016","12/31/2016",15929.92,22500.00
"WF0062-160229","Orencia SIR","1900000000000002794020","Other Marketing","0062","EUR","01/01/2016","12/31/2016",917016.56,3346136.07
"V40062-160053","Dacla HCV HE Analysis on Failure pts","1900000000000002787420","Medical Publications","0062","EUR","01/01/2016","12/31/2016",100000.00,100000.00
"W50020-160493","One Orencia Sharepoint Site","1900000000000002712820","A&P","0020","USD","01/01/2016","12/31/2016",1698281.15,4544549.14
"W50045-160134","DCV DUAL WEBCAST","1900000000000002776920","A&P","0045","TRY","01/01/2016","12/31/2016",1308129.32,1542592.00
"W50052-160137","Ask The Doctor CV","1900000000000002680320","A&P","0052","SEK","01/01/2016","12/31/2016",3620250.93,8175000.00
"W50035-160173","TANK- Medical Writer for CMs & ABs","1900000000000002753920","A&P","0035","CAD","01/01/2016","12/31/2016",1393195.35,2361410.73
"V40122-160060","Sponsorship Hepatites Virais Piracicaba","1900000000000002727720","Medical Publications & Other Medical Aff","0122","BRL","01/01/2016","12/31/2016",1033565.57,1372561.50
"V40122-160061","Aula IO Hospital Evangelico de Curitiba","1900000000000002775020","Medical Publications","0122","BRL","01/01/2016","12/31/2016",509.00,509.00
"V40122-160062","Grant EPOAHT","1900000000000002756720","Medical Publications","0122","BRL","01/01/2016","12/31/2016",1004232.43,2806530.20
"WF0412-160062","Submission Dossier","1900000000000002706920","Other Marketing","0412","ILS","01/01/2016","12/31/2016",7126.00,50000.00
"W50045-160133","DAKLATASVİR-SUNVEPRA ŞEHİR TOPLANTILARI","1900000000000002776920","A&P","0045","TRY","01/01/2016","12/31/2016",1308129.32,1542592.00
"WF0670-160010","LH_Baraclude_16:WHD Live","1900000000000003009120","Other Marketing","0670","HKD","01/01/2016","12/31/2016",390000.00,1150000.00
"W50141-160217","Eanara No promocional BMS","1900000000000002875720","A&P","0141","EUR","01/01/2016","12/31/2016",79019.79,168000.00
"V40062-160054","Orencia Encore publications","1900000000000002794720","Medical Publications","0062","EUR","01/01/2016","12/31/2016",162078.60,212000.00
"W50405-160187","Meet the specialist Århus","1900000000000002620120","A&P","0405","DKK","01/01/2016","12/31/2016",315293.41,711235.00
"WF0034-160089","Opdivo HL - Stakeholder Engagment","1900000000000002786820","Other Marketing","0034","GBP","01/01/2016","12/31/2016",132603.00,238500.00
"V40074-160069","V4-MED-YER Speak/Cons fees OMI","1900000000000002643720","Medical Publications & Other Medical Aff","0074","CHF","01/01/2016","12/31/2016",22082.19,48728.70
"W50550-160287","HCP Media H&N","1900000000000002976920","A&P","0550","USD","01/01/2016","12/31/2016",991444.47,16312716.31
"W50434-160374","OP HL Congresses","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160375","OP HL Shared Education","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160376","OP HL Shared Education-Digital","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160377","OP HL Shared Material","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160378","OP HL Shared web-site","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160379","OP HL Shared Explanatory Mtgs","1900000000000002900420","A&P","0434","JPY","01/01/2016","12/31/2016",624900.00,624900.00
"W50434-160380","OP HL BMS Internal training or mtg","1900000000000003093820","A&P","0434","JPY","01/01/2016","12/31/2016",88080.00,100000.00
"W50434-160381","OP HL BMS Internal Lecture mtg","1900000000000003093820","A&P","0434","JPY","01/01/2016","12/31/2016",88080.00,100000.00
"WF0670-160011","2016 IO PR events","1900000000000003005320","Other Marketing","0670","HKD","01/01/2016","12/31/2016",121554.00,123000.00
"WF0045-160012","Desease Aawareness projects","1900000000000002759420","Other Marketing","0045","TRY","01/01/2016","12/31/2016",179388.26,267000.00
"V40405-160072","Datagabs and 141 moved forward","1900000000000003094420","Medical Publications","0405","DKK","03/04/2016","12/31/2016",62000.00,80000.00
"W50089-160350","2016 OTC 审批报价","1900000000000003008320","A&P","0089","CNY","01/01/2016","12/31/2016",1808885.59,2312800.00
"WR0098-160008","Opdivo Spectra Head & Neck focus group","1900000000000002877620","Market Research","0098","EUR","01/01/2016","12/31/2016",15300.00,15300.00
"W50035-160174","CHRS Sponsorship (Sept 2016)","1900000000000002753920","A&P","0035","CAD","01/01/2016","12/31/2016",1393195.35,2361410.73
"W50405-160190","FSK LAndskursus 2016","1900000000000002660120","A&P","0405","DKK","01/01/2016","12/31/2016",320566.19,473399.69
"W50035-160175","Dasision reprints","1900000000000002767820","A&P","0035","CAD","01/01/2016","12/31/2016",85562.96,316928.12
"W50020-160494","HCP Think Patients Agency Fee","1900000000000002744820","A&P","0020","USD","01/01/2016","12/31/2016",1781806.97,6288489.00
"W50083-160071","Brand advertisement","1900000000000003023920","A&P","0083","TWD","01/01/2016","12/31/2016",36264909.00,59681400.00
"V40052-160057","HCV scientific exchange meeting US Swe","1900000000000002675820","Medical Publications & Other Medical Aff","0052","SEK","01/01/2016","12/31/2016",397908.92,1867624.00
"V40581-160193","symposium JDP 6-10 Déc2016 Paris (AD)","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40581-160194","consulting G. ZALCMAN du 26.06 au 31.12.","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40581-160195","Consulting H&N Le Tourneau 26.06-31.12","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40581-160196","Congres SMR du 06-09 nov 2016 Boston","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40581-160197","Congrès Nat, Cours du Golf 19-22/09 Lyon","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"V40581-160198","Adboard SMR 8 nov16 8","1900000000000002930820","Medical Publications","0581","EUR","01/01/2016","12/31/2016",2283546.05,2687904.00
"W50080-160049","Singapore Hepatitis Conference 2016","1900000000000002974120","A&P","0080","SGD","01/01/2016","12/30/2016",70652.23,204685.00
"W50080-160051","Daklinza Launch Blitz Materials","1900000000000002974120","A&P","0080","SGD","01/01/2016","12/30/2016",70652.23,204685.00
"W50080-160050","Daklinza Launch Blitz Materials","1900000000000002974120","A&P","0080","SGD","01/01/2016","12/30/2016",70652.23,204685.00
"V40062-160055","Eliquis Congr.Naz.SIIA Firenze Ott16","1900000000000002790220","Medical Publications","0062","EUR","01/01/2016","12/31/2016",304836.00,370000.00
"W50405-160191","DCS forårsmøde","1900000000000002664820","A&P","0405","DKK","01/01/2016","12/31/2016",1119861.70,2771000.00
"W50405-160192","DSTH forårsmøde","1900000000000002664820","A&P","0405","DKK","01/01/2016","12/31/2016",1119861.70,2771000.00
